unique_plot_ID,veg_height
CHE.hi.ambi.vege.nf.10,85
CHE.lo.ambi.vege.wf.09,249
CHE.lo.ambi.vege.wf.08,142
CHE.lo.ambi.vege.wf.07,212
CHE.lo.ambi.vege.wf.06,183
CHE.lo.ambi.vege.wf.10,152
CHE.lo.ambi.vege.wf.04,388
CHE.lo.ambi.vege.wf.01,364
CHE.lo.ambi.vege.wf.02,334
CHE.lo.ambi.vege.wf.05,219
CHE.lo.ambi.vege.wf.03,609
CHE.hi.ambi.vege.wf.02,75
CHE.hi.ambi.vege.nf.02,318
CHE.hi.warm.vege.nf.02,48
CHE.hi.warm.vege.wf.02,140
CHE.hi.ambi.vege.wf.03,55
CHE.hi.warm.vege.nf.03,15
CHE.hi.warm.vege.wf.03,72
CHE.hi.ambi.vege.nf.03,79
CHE.hi.warm.vege.wf.05,92
CHE.hi.ambi.vege.nf.05,157
CHE.hi.warm.vege.nf.05,58
CHE.hi.ambi.vege.wf.05,81
CHE.hi.warm.vege.wf.04,53
CHE.hi.warm.vege.wf.01,71
CHE.hi.warm.vege.nf.04,38
CHE.hi.ambi.vege.wf.04,112
CHE.hi.ambi.vege.nf.04,62
CHE.hi.ambi.vege.wf.01,232
CHE.hi.ambi.vege.wf.06,85
CHE.hi.ambi.vege.nf.06,62
CHE.hi.warm.vege.nf.06,30
CHE.hi.warm.vege.wf.06,51
CHE.hi.warm.vege.wf.07,64
CHE.hi.ambi.vege.wf.07,40
CHE.hi.ambi.vege.nf.08,62
CHE.hi.ambi.vege.wf.08,62
CHE.hi.warm.vege.nf.08,42
CHE.hi.warm.vege.wf.08,88
CHE.hi.warm.vege.nf.09,25
CHE.hi.ambi.vege.nf.09,32
CHE.hi.warm.vege.wf.09,182
CHE.hi.ambi.vege.wf.09,86
CHE.hi.warm.vege.nf.10,58
CHE.hi.ambi.vege.wf.10,170
CHE.hi.warm.vege.wf.10,81
CHE.hi.ambi.vege.nf.10,79
CHE.lo.ambi.vege.wf.09,332
CHE.lo.ambi.vege.wf.08,230
CHE.lo.ambi.vege.wf.07,204
CHE.lo.ambi.vege.wf.06,155
CHE.lo.ambi.vege.wf.10,218
CHE.lo.ambi.vege.wf.04,543
CHE.lo.ambi.vege.wf.01,437
CHE.lo.ambi.vege.wf.02,146
CHE.lo.ambi.vege.wf.05,236
CHE.lo.ambi.vege.wf.03,471
CHE.hi.ambi.vege.wf.02,115
CHE.hi.ambi.vege.nf.02,91
CHE.hi.warm.vege.nf.02,35
CHE.hi.warm.vege.wf.02,12
CHE.hi.ambi.vege.wf.03,107
CHE.hi.warm.vege.nf.03,98
CHE.hi.warm.vege.wf.03,68
CHE.hi.ambi.vege.nf.03,109
CHE.hi.warm.vege.wf.05,107
CHE.hi.ambi.vege.nf.05,80
CHE.hi.warm.vege.nf.05,63
CHE.hi.ambi.vege.wf.05,109
CHE.hi.warm.vege.wf.04,104
CHE.hi.warm.vege.wf.01,148
CHE.hi.warm.vege.nf.04,40
CHE.hi.ambi.vege.wf.04,108
CHE.hi.ambi.vege.nf.04,109
CHE.hi.ambi.vege.wf.01,160
CHE.hi.ambi.vege.wf.06,134
CHE.hi.ambi.vege.nf.06,64
CHE.hi.warm.vege.nf.06,50
CHE.hi.warm.vege.wf.06,31
CHE.hi.warm.vege.wf.07,89
CHE.hi.ambi.vege.wf.07,29
CHE.hi.ambi.vege.nf.08,51
CHE.hi.ambi.vege.wf.08,102
CHE.hi.warm.vege.nf.08,54
CHE.hi.warm.vege.wf.08,47
CHE.hi.warm.vege.nf.09,14
CHE.hi.ambi.vege.nf.09,20
CHE.hi.warm.vege.wf.09,76
CHE.hi.ambi.vege.wf.09,70
CHE.hi.warm.vege.nf.10,74
CHE.hi.ambi.vege.wf.10,45
CHE.hi.warm.vege.wf.10,115
CHE.hi.ambi.vege.nf.10,176
CHE.lo.ambi.vege.wf.09,324
CHE.lo.ambi.vege.wf.08,200
CHE.lo.ambi.vege.wf.07,225
CHE.lo.ambi.vege.wf.06,315
CHE.lo.ambi.vege.wf.10,111
CHE.lo.ambi.vege.wf.04,550
CHE.lo.ambi.vege.wf.01,122
CHE.lo.ambi.vege.wf.02,249
CHE.lo.ambi.vege.wf.05,277
CHE.lo.ambi.vege.wf.03,502
CHE.hi.ambi.vege.wf.02,105
CHE.hi.ambi.vege.nf.02,133
CHE.hi.warm.vege.nf.02,51
CHE.hi.warm.vege.wf.02,34
CHE.hi.ambi.vege.wf.03,49
CHE.hi.warm.vege.nf.03,94
CHE.hi.warm.vege.wf.03,27
CHE.hi.ambi.vege.nf.03,109
CHE.hi.warm.vege.wf.05,65
CHE.hi.ambi.vege.nf.05,63
CHE.hi.warm.vege.nf.05,91
CHE.hi.ambi.vege.wf.05,122
CHE.hi.warm.vege.wf.04,21
CHE.hi.warm.vege.wf.01,109
CHE.hi.warm.vege.nf.04,59
CHE.hi.ambi.vege.wf.04,78
CHE.hi.ambi.vege.nf.04,112
CHE.hi.ambi.vege.wf.01,121
CHE.hi.ambi.vege.wf.06,89
CHE.hi.ambi.vege.nf.06,40
CHE.hi.warm.vege.nf.06,53
CHE.hi.warm.vege.wf.06,42
CHE.hi.warm.vege.wf.07,86
CHE.hi.ambi.vege.wf.07,62
CHE.hi.ambi.vege.nf.08,82
CHE.hi.ambi.vege.wf.08,56
CHE.hi.warm.vege.nf.08,94
CHE.hi.warm.vege.wf.08,62
CHE.hi.warm.vege.nf.09,61
CHE.hi.ambi.vege.nf.09,40
CHE.hi.warm.vege.wf.09,72
CHE.hi.ambi.vege.wf.09,90
CHE.hi.warm.vege.nf.10,99
CHE.hi.ambi.vege.wf.10,124
CHE.hi.warm.vege.wf.10,102
CHE.hi.ambi.vege.nf.10,84
CHE.lo.ambi.vege.wf.09,250
CHE.lo.ambi.vege.wf.08,200
CHE.lo.ambi.vege.wf.07,240
CHE.lo.ambi.vege.wf.06,347
CHE.lo.ambi.vege.wf.10,417
CHE.lo.ambi.vege.wf.04,618
CHE.lo.ambi.vege.wf.01,207
CHE.lo.ambi.vege.wf.02,121
CHE.lo.ambi.vege.wf.05,203
CHE.lo.ambi.vege.wf.03,495
CHE.hi.ambi.vege.wf.02,18
CHE.hi.ambi.vege.nf.02,62
CHE.hi.warm.vege.nf.02,105
CHE.hi.warm.vege.wf.02,15
CHE.hi.ambi.vege.wf.03,95
CHE.hi.warm.vege.nf.03,86
CHE.hi.warm.vege.wf.03,57
CHE.hi.ambi.vege.nf.03,81
CHE.hi.warm.vege.wf.05,62
CHE.hi.ambi.vege.nf.05,95
CHE.hi.warm.vege.nf.05,45
CHE.hi.ambi.vege.wf.05,87
CHE.hi.warm.vege.wf.04,35
CHE.hi.warm.vege.wf.01,126
CHE.hi.warm.vege.nf.04,39
CHE.hi.ambi.vege.wf.04,215
CHE.hi.ambi.vege.nf.04,84
CHE.hi.ambi.vege.wf.01,180
CHE.hi.ambi.vege.wf.06,88
CHE.hi.ambi.vege.nf.06,38
CHE.hi.warm.vege.nf.06,55
CHE.hi.warm.vege.wf.06,70
CHE.hi.warm.vege.wf.07,62
CHE.hi.ambi.vege.wf.07,25
CHE.hi.ambi.vege.nf.08,66
CHE.hi.ambi.vege.wf.08,73
CHE.hi.warm.vege.nf.08,49
CHE.hi.warm.vege.wf.08,111
CHE.hi.warm.vege.nf.09,69
CHE.hi.ambi.vege.nf.09,47
CHE.hi.warm.vege.wf.09,90
CHE.hi.ambi.vege.wf.09,92
CHE.hi.warm.vege.nf.10,64
CHE.hi.ambi.vege.wf.10,252
CHE.hi.warm.vege.wf.10,110
CHE.hi.ambi.vege.nf.10,104
CHE.lo.ambi.vege.wf.09,538
CHE.lo.ambi.vege.wf.08,248
CHE.lo.ambi.vege.wf.07,209
CHE.lo.ambi.vege.wf.06,452
CHE.lo.ambi.vege.wf.10,182
CHE.lo.ambi.vege.wf.04,608
CHE.lo.ambi.vege.wf.01,249
CHE.lo.ambi.vege.wf.02,145
CHE.lo.ambi.vege.wf.05,318
CHE.lo.ambi.vege.wf.03,291
CHE.hi.ambi.vege.wf.02,122
CHE.hi.ambi.vege.nf.02,54
CHE.hi.warm.vege.nf.02,21
CHE.hi.warm.vege.wf.02,89
CHE.hi.ambi.vege.wf.03,96
CHE.hi.warm.vege.nf.03,111
CHE.hi.warm.vege.wf.03,38
CHE.hi.ambi.vege.nf.03,72
CHE.hi.warm.vege.wf.05,48
CHE.hi.ambi.vege.nf.05,105
CHE.hi.warm.vege.nf.05,84
CHE.hi.ambi.vege.wf.05,117
CHE.hi.warm.vege.wf.04,63
CHE.hi.warm.vege.wf.01,51
CHE.hi.warm.vege.nf.04,54
CHE.hi.ambi.vege.wf.04,107
CHE.hi.ambi.vege.nf.04,88
CHE.hi.ambi.vege.wf.01,81
CHE.hi.ambi.vege.wf.06,81
CHE.hi.ambi.vege.nf.06,94
CHE.hi.warm.vege.nf.06,48
CHE.hi.warm.vege.wf.06,58
CHE.hi.warm.vege.wf.07,85
CHE.hi.ambi.vege.wf.07,181
CHE.hi.ambi.vege.nf.08,41
CHE.hi.ambi.vege.wf.08,125
CHE.hi.warm.vege.nf.08,21
CHE.hi.warm.vege.wf.08,106
CHE.hi.warm.vege.nf.09,39
CHE.hi.ambi.vege.nf.09,79
CHE.hi.warm.vege.wf.09,66
CHE.hi.ambi.vege.wf.09,65
CHE.hi.warm.vege.nf.10,68
CHE.hi.ambi.vege.wf.10,138
CHE.hi.warm.vege.wf.10,181
CHE.hi.ambi.vege.nf.10,80
CHE.lo.ambi.vege.wf.09,231
CHE.lo.ambi.vege.wf.08,168
CHE.lo.ambi.vege.wf.07,233
CHE.lo.ambi.vege.wf.06,206
CHE.lo.ambi.vege.wf.10,186
CHE.lo.ambi.vege.wf.04,355
CHE.lo.ambi.vege.wf.01,221
CHE.lo.ambi.vege.wf.02,100
CHE.lo.ambi.vege.wf.05,178
CHE.lo.ambi.vege.wf.03,486
CHE.hi.ambi.vege.wf.02,101
CHE.hi.ambi.vege.nf.02,56
CHE.hi.warm.vege.nf.02,211
CHE.hi.warm.vege.wf.02,81
CHE.hi.ambi.vege.wf.03,95
CHE.hi.warm.vege.nf.03,241
CHE.hi.warm.vege.wf.03,36
CHE.hi.ambi.vege.nf.03,75
CHE.hi.warm.vege.wf.05,138
CHE.hi.ambi.vege.nf.05,188
CHE.hi.warm.vege.nf.05,88
CHE.hi.ambi.vege.wf.05,111
CHE.hi.warm.vege.wf.04,35
CHE.hi.warm.vege.wf.01,124
CHE.hi.warm.vege.nf.04,52
CHE.hi.ambi.vege.wf.04,74
CHE.hi.ambi.vege.nf.04,91
CHE.hi.ambi.vege.wf.01,101
CHE.hi.ambi.vege.wf.06,127
CHE.hi.ambi.vege.nf.06,48
CHE.hi.warm.vege.nf.06,47
CHE.hi.warm.vege.wf.06,9
CHE.hi.warm.vege.wf.07,42
CHE.hi.ambi.vege.wf.07,60
CHE.hi.ambi.vege.nf.08,92
CHE.hi.ambi.vege.wf.08,104
CHE.hi.warm.vege.nf.08,64
CHE.hi.warm.vege.wf.08,102
CHE.hi.warm.vege.nf.09,38
CHE.hi.ambi.vege.nf.09,62
CHE.hi.warm.vege.wf.09,109
CHE.hi.ambi.vege.wf.09,56
CHE.hi.warm.vege.nf.10,38
CHE.hi.ambi.vege.wf.10,88
CHE.hi.warm.vege.wf.10,166
CHE.hi.ambi.vege.nf.10,126
CHE.lo.ambi.vege.wf.09,287
CHE.lo.ambi.vege.wf.08,212
CHE.lo.ambi.vege.wf.07,532
CHE.lo.ambi.vege.wf.06,402
CHE.lo.ambi.vege.wf.10,226
CHE.lo.ambi.vege.wf.04,242
CHE.lo.ambi.vege.wf.01,180
CHE.lo.ambi.vege.wf.02,423
CHE.lo.ambi.vege.wf.05,248
CHE.lo.ambi.vege.wf.03,164
CHE.hi.ambi.vege.wf.02,116
CHE.hi.ambi.vege.nf.02,102
CHE.hi.warm.vege.nf.02,101
CHE.hi.warm.vege.wf.02,82
CHE.hi.ambi.vege.wf.03,48
CHE.hi.warm.vege.nf.03,110
CHE.hi.warm.vege.wf.03,70
CHE.hi.ambi.vege.nf.03,74
CHE.hi.warm.vege.wf.05,37
CHE.hi.ambi.vege.nf.05,41
CHE.hi.warm.vege.nf.05,80
CHE.hi.ambi.vege.wf.05,175
CHE.hi.warm.vege.wf.04,60
CHE.hi.warm.vege.wf.01,54
CHE.hi.warm.vege.nf.04,120
CHE.hi.ambi.vege.wf.04,82
CHE.hi.ambi.vege.nf.04,56
CHE.hi.ambi.vege.wf.01,136
CHE.hi.ambi.vege.wf.06,118
CHE.hi.ambi.vege.nf.06,73
CHE.hi.warm.vege.nf.06,48
CHE.hi.warm.vege.wf.06,45
CHE.hi.warm.vege.wf.07,81
CHE.hi.ambi.vege.wf.07,62
CHE.hi.ambi.vege.nf.08,66
CHE.hi.ambi.vege.wf.08,98
CHE.hi.warm.vege.nf.08,75
CHE.hi.warm.vege.wf.08,85
CHE.hi.warm.vege.nf.09,51
CHE.hi.ambi.vege.nf.09,178
CHE.hi.warm.vege.wf.09,62
CHE.hi.ambi.vege.wf.09,81
CHE.hi.warm.vege.nf.10,131
CHE.hi.ambi.vege.wf.10,115
CHE.hi.warm.vege.wf.10,43
CHE.hi.ambi.vege.nf.10,92
CHE.lo.ambi.vege.wf.09,528
CHE.lo.ambi.vege.wf.08,311
CHE.lo.ambi.vege.wf.07,177
CHE.lo.ambi.vege.wf.06,378
CHE.lo.ambi.vege.wf.10,186
CHE.lo.ambi.vege.wf.04,378
CHE.lo.ambi.vege.wf.01,218
CHE.lo.ambi.vege.wf.02,124
CHE.lo.ambi.vege.wf.05,584
CHE.lo.ambi.vege.wf.03,252
CHE.hi.ambi.vege.wf.02,122
CHE.hi.ambi.vege.nf.02,71
CHE.hi.warm.vege.nf.02,78
CHE.hi.warm.vege.wf.02,68
CHE.hi.ambi.vege.wf.03,69
CHE.hi.warm.vege.nf.03,160
CHE.hi.warm.vege.wf.03,49
CHE.hi.ambi.vege.nf.03,68
CHE.hi.warm.vege.wf.05,39
CHE.hi.ambi.vege.nf.05,66
CHE.hi.warm.vege.nf.05,42
CHE.hi.ambi.vege.wf.05,60
CHE.hi.warm.vege.wf.04,74
CHE.hi.warm.vege.wf.01,70
CHE.hi.warm.vege.nf.04,48
CHE.hi.ambi.vege.wf.04,200
CHE.hi.ambi.vege.nf.04,126
CHE.hi.ambi.vege.wf.01,107
CHE.hi.ambi.vege.wf.06,80
CHE.hi.ambi.vege.nf.06,132
CHE.hi.warm.vege.nf.06,27
CHE.hi.warm.vege.wf.06,28
CHE.hi.warm.vege.wf.07,76
CHE.hi.ambi.vege.wf.07,20
CHE.hi.ambi.vege.nf.08,67
CHE.hi.ambi.vege.wf.08,118
CHE.hi.warm.vege.nf.08,111
CHE.hi.warm.vege.wf.08,115
CHE.hi.warm.vege.nf.09,134
CHE.hi.ambi.vege.nf.09,42
CHE.hi.warm.vege.wf.09,91
CHE.hi.ambi.vege.wf.09,55
CHE.hi.warm.vege.nf.10,72
CHE.hi.ambi.vege.wf.10,72
CHE.hi.warm.vege.wf.10,35
CHE.hi.ambi.vege.nf.10,92
CHE.lo.ambi.vege.wf.09,194
CHE.lo.ambi.vege.wf.08,188
CHE.lo.ambi.vege.wf.07,149
CHE.lo.ambi.vege.wf.06,314
CHE.lo.ambi.vege.wf.10,268
CHE.lo.ambi.vege.wf.04,270
CHE.lo.ambi.vege.wf.01,382
CHE.lo.ambi.vege.wf.02,444
CHE.lo.ambi.vege.wf.05,209
CHE.lo.ambi.vege.wf.03,368
CHE.hi.ambi.vege.wf.02,133
CHE.hi.ambi.vege.nf.02,25
CHE.hi.warm.vege.nf.02,60
CHE.hi.warm.vege.wf.02,61
CHE.hi.ambi.vege.wf.03,46
CHE.hi.warm.vege.nf.03,55
CHE.hi.warm.vege.wf.03,10
CHE.hi.ambi.vege.nf.03,71
CHE.hi.warm.vege.wf.05,72
CHE.hi.ambi.vege.nf.05,44
CHE.hi.warm.vege.nf.05,55
CHE.hi.ambi.vege.wf.05,79
CHE.hi.warm.vege.wf.04,172
CHE.hi.warm.vege.wf.01,72
CHE.hi.warm.vege.nf.04,103
CHE.hi.ambi.vege.wf.04,74
CHE.hi.ambi.vege.nf.04,89
CHE.hi.ambi.vege.wf.01,126
CHE.hi.ambi.vege.wf.06,128
CHE.hi.ambi.vege.nf.06,138
CHE.hi.warm.vege.nf.06,55
CHE.hi.warm.vege.wf.06,21
CHE.hi.warm.vege.wf.07,85
CHE.hi.ambi.vege.wf.07,34
CHE.hi.ambi.vege.nf.08,79
CHE.hi.ambi.vege.wf.08,121
CHE.hi.warm.vege.nf.08,75
CHE.hi.warm.vege.wf.08,42
CHE.hi.warm.vege.nf.09,91
CHE.hi.ambi.vege.nf.09,75
CHE.hi.warm.vege.wf.09,18
CHE.hi.ambi.vege.wf.09,54
CHE.hi.warm.vege.nf.10,86
CHE.hi.ambi.vege.wf.10,96
CHE.hi.warm.vege.wf.10,32
CHE.hi.ambi.vege.nf.10,87
CHE.lo.ambi.vege.wf.09,478
CHE.lo.ambi.vege.wf.08,181
CHE.lo.ambi.vege.wf.07,127
CHE.lo.ambi.vege.wf.06,415
CHE.lo.ambi.vege.wf.10,309
CHE.lo.ambi.vege.wf.04,324
CHE.lo.ambi.vege.wf.01,208
CHE.lo.ambi.vege.wf.02,288
CHE.lo.ambi.vege.wf.05,324
CHE.lo.ambi.vege.wf.03,521
CHE.hi.ambi.vege.wf.02,71
CHE.hi.ambi.vege.nf.02,126
CHE.hi.warm.vege.nf.02,83
CHE.hi.warm.vege.wf.02,31
CHE.hi.ambi.vege.wf.03,123
CHE.hi.warm.vege.nf.03,83
CHE.hi.warm.vege.wf.03,86
CHE.hi.ambi.vege.nf.03,94
CHE.hi.warm.vege.wf.05,40
CHE.hi.ambi.vege.nf.05,56
CHE.hi.warm.vege.nf.05,86
CHE.hi.ambi.vege.wf.05,64
CHE.hi.warm.vege.wf.04,82
CHE.hi.warm.vege.wf.01,65
CHE.hi.warm.vege.nf.04,54
CHE.hi.ambi.vege.wf.04,105
CHE.hi.ambi.vege.nf.04,100
CHE.hi.ambi.vege.wf.01,72
CHE.hi.ambi.vege.wf.06,68
CHE.hi.ambi.vege.nf.06,113
CHE.hi.warm.vege.nf.06,34
CHE.hi.warm.vege.wf.06,49
CHE.hi.warm.vege.wf.07,18
CHE.hi.ambi.vege.wf.07,40
CHE.hi.ambi.vege.nf.08,31
CHE.hi.ambi.vege.wf.08,137
CHE.hi.warm.vege.nf.08,39
CHE.hi.warm.vege.wf.08,49
CHE.hi.warm.vege.nf.09,81
CHE.hi.ambi.vege.nf.09,58
CHE.hi.warm.vege.wf.09,86
CHE.hi.ambi.vege.wf.09,44
CHE.hi.warm.vege.nf.10,182
CHE.hi.ambi.vege.wf.10,86
CHE.hi.warm.vege.wf.10,63
CHE.hi.ambi.vege.nf.10,120
