"","Species","Min_Altitude","Max_Altitude","Avg_Altitude","SpeciesAverageCover","NumberOfSites","AltitudeRange"
"1","Arenaria.serpyllifolia.L.",661.1,976.7,781.14,0.1,5,315.6
"2","Berberis.vulgaris.L.",566.9,880,729.96,2.82,10,313.1
"3","Betula.pendula.Roth",740.2,923,831.6,21,2,182.8
"4","Brachypodium.pinnatum..L...P..Beauv.",587.1,1605.5,960.828947368421,15.8736842105263,38,1018.4
"5","Campanula.rotundifolia.L.",679.7,2261.5,1190.34,0.213333333333333,30,1581.8
"6","Cardamine.pratensis.L.",740.2,740.2,740.2,0.5,1,0
"7","Carex.caryophyllea.Latourr.",630.7,2177.8,1333.7446969697,2.75984848484848,132,1547.1
"8","Carex.humilis.Leyss.",623.7,2013.1,1020.95945945946,11.0013513513514,74,1389.4
"9","Carex.montana.L.",635.8,1898.6,1206.23518518519,8.29259259259259,54,1262.8
"10","Carex.ornithopoda.Willd.",623.7,2273.5,1749.2048,1.5688,125,1649.8
"11","Carex.sylvatica.Huds.",740.2,1898.6,1211.45555555556,1.38333333333333,18,1158.4
"12","Cerastium.fontanum.Baumg.",614.1,2269.3,1362.2904109589,0.2,73,1655.2
"13","Corylus.avellana.L.",566.9,1548.5,826.175862068966,24.8844827586207,29,981.6
"14","Cotoneaster.horizontalis.Decne.",621,746,701.225,1.525,4,125
"15","Danthonia.decumbens..L...DC.",635.8,1738.1,1002.95625,1.0875,32,1102.3
"16","Festuca.ovina.aggr.",666.4,2352.9,1024.865625,4.025,32,1686.5
"17","Fragaria.vesca.L.",623.7,2003.6,1205.3387755102,2.40612244897959,98,1379.9
"18","Frangula.alnus.Mill.",587.1,784.9,696.871428571429,1.02857142857143,7,197.8
"19","Galium.rotundifolium.L.",664.1,1408.7,963.585714285714,0.442857142857143,7,744.6
"20","Hedera.helix.L.",587.1,984.6,714.895454545455,2.9,22,397.5
"21","Helianthemum.nummularium..L...Mill.",635.8,2330.2,1575.40625,4.72548076923077,208,1694.4
"22","Hepatica.nobilis.Schreb.",566.9,1889.7,1192.60666666667,1.16555555555556,90,1322.8
"23","Hypericum.perforatum.L.",693.2,1414.6,1029.89444444444,1.11666666666667,18,721.4
"24","Juglans.regia.L.",566.9,1176.9,768.966666666667,14.0666666666667,9,610
"25","Larix.decidua.Mill.",740.2,2219.8,1571.45227272727,25.9193181818182,44,1479.6
"26","Leontodon.hispidus.L.",635.8,2499.4,1532.38580246914,3.05987654320988,162,1863.6
"27","Lotus.corniculatus.L.",635.8,2219.8,1217.13142857143,1.47428571428571,35,1584
"28","Luzula.campestris..L...DC.",635.8,1938.2,917.507692307692,0.476923076923077,13,1302.4
"29","Maianthemum.bifolium..L...F..W..Schmidt",740.2,1670.3,1325.16666666667,1.04666666666667,15,930.1
"30","Melampyrum.sylvaticum.L.",740.2,2003.6,1536.30714285714,0.421428571428571,28,1263.4
"31","Melica.nutans.L.",623.7,1728.4,1073.22222222222,1.17777777777778,18,1104.7
"32","Molinia.caerulea..L...Moench",666.4,1113.1,836.9375,1.45,8,446.7
"33","Peucedanum.oreoselinum..L...Moench",650.6,1141.3,873.086666666667,0.9,30,490.7
"34","Picea.abies..L...H..Karst.",602.4,2177.8,1228.95130434783,31.5627536231884,115,1575.4
"35","Plantago.lanceolata.L.",635.8,2030.6,1119.96060606061,2.7969696969697,132,1394.8
"36","Poa.angustifolia.L.",724.7,1594.7,938.611111111111,0.7,9,870
"37","Potentilla.erecta..L...Raeusch.",621,1996.5,1268.30266666667,0.612,75,1375.5
"38","Pteridium.aquilinum..L...Kuhn",650.6,1390.1,948.725490196078,5.31960784313725,51,739.5
"39","Quercus.petraea.Liebl.",587.1,925.4,723.492857142857,18.4214285714286,14,338.3
"40","Ranunculus.tuberosus.aggr.",650.6,1990,1282.72285714286,0.662857142857143,35,1339.4
"41","Rubus.fruticosus.aggr.",625.3,1126.8,852.207142857143,4.81071428571429,28,501.5
"42","Sorbus.aria..L...Crantz",740.2,1494.8,980.17,4.69,10,754.6
"43","Taraxacum.officinale.aggr.",614.1,2114.9,1180.59387755102,1.68775510204082,98,1500.8
"44","Thymus.pulegioides.L.",661.1,2100.8,1180.09620253165,2.44810126582278,79,1439.7
"45","Trifolium.repens.L.",614.1,2390.6,1459.35615384615,2.88538461538462,130,1776.5
"46","Trifolium.rubens.L.",740.2,744,742.1,0.3,2,3.79999999999995
"47","Veronica.officinalis.L.",635.8,1736.7,1291.50810810811,0.816216216216216,37,1100.9
"48","Viola.canina.L.",740.2,1733.4,1240.52,0.36,5,993.2
"49","Acer.campestre.L.",566.9,1520,853.57,28.3,10,953.1
"50","Agrostis.stolonifera.L.",614.1,2220.5,1037.8462962963,2.27592592592593,54,1606.4
"51","Ajuga.reptans.L.",625.3,2044.1,1312.25319148936,0.81063829787234,47,1418.8
"52","Brachypodium.sylvaticum..Huds...P..Beauv.",621,1399.9,971.147058823529,7.64117647058824,17,778.9
"53","Campanula.trachelium.L.",704.5,1347.4,969.116666666667,0.55,6,642.9
"54","Carex.alba.Scop.",566.9,1784.7,1029.91609195402,13.7701149425287,87,1217.8
"55","Clematis.vitalba.L.",587.1,1399.6,767.025,3.59285714285714,28,812.5
"56","Colchicum.autumnale.L.",704.5,1017.2,847.371428571429,0.785714285714286,7,312.7
"57","Cornus.sanguinea.L.",566.9,893.7,690.105555555556,7.76666666666667,18,326.8
"58","Crataegus.monogyna.aggr.",623.7,801.5,717.8,1.95,6,177.8
"59","Euonymus.europaeus.L.",587.1,710.5,648.25,1.775,4,123.4
"60","Fraxinus.excelsior.L.",566.9,1058.2,764.238095238095,2.03333333333333,21,491.3
"61","Galeopsis.tetrahit.L.",704.5,1744,1140.56666666667,6.36666666666667,3,1039.5
"62","Galium.mollugo.aggr.",630.7,2170.5,1163.21304347826,1.41739130434783,23,1539.8
"63","Geranium.robertianum.subsp..purpureum..Vill...Nyman",704.5,704.5,704.5,2,1,0
"64","Geum.urbanum.L.",704.5,2048.3,1112.24545454545,0.318181818181818,11,1343.8
"65","Lathyrus.pratensis.L.",625.3,1788.9,1146.80579710145,0.239130434782609,69,1163.6
"66","Ligustrum.vulgare.L.",587.1,984.6,773.632,4.486,25,397.5
"67","Lonicera.xylosteum.L.",587.1,1494.8,988.538709677419,4.52096774193548,31,907.7
"68","Mycelis.muralis..L...Dumort.",704.5,1558.6,1059.94166666667,0.316666666666667,12,854.1
"69","Poa.pratensis.aggr.",672.7,2114.9,1299.86388888889,1.56111111111111,36,1442.2
"70","Polygonatum.odoratum..Mill...Druce",704.5,1664.7,1184.6,7,2,960.2
"71","Viburnum.lantana.L.",587.1,1039.3,793.54,2.96,10,452.2
"72","Vicia.sepium.L.",672.7,1779.2,1201.57714285714,0.528571428571429,35,1106.5
"73","Viola.reichenbachiana.Boreau",602.4,1670.3,1119.55,0.418421052631579,76,1067.9
"74","Acer.platanoides.L.",710.5,1109.6,907.833333333333,0.866666666666667,6,399.1
"75","Fagus.sylvatica.L.",566.9,1446.9,967.268055555556,44.0050925925926,72,880
"76","Galium.odoratum..L...Scop.",710.5,1132.7,913.691666666667,4.93333333333333,12,422.2
"77","Hippocrepis.emerus..L...Lassen",625.3,977.2,798.25,0.525,4,351.9
"78","Hypericum.montanum.L.",710.5,1210,871.2,0.36,5,499.5
"79","Lathyrus.vernus..L...Bernh.",566.9,1332.4,870.071428571429,0.471428571428571,7,765.5
"80","Luzula.nivea..L...DC.",710.5,1728.4,1336.71,1.415,20,1017.9
"81","Prunus.avium.L.",587.1,1031.9,713.32,11.74,10,444.8
"82","Rubus.idaeus.L.",709.7,1745.8,1282.592,4.552,25,1036.1
"83","Viola",710.5,1605.5,943.583333333333,0.166666666666667,6,895
"84","Anthericum.ramosum.L.",741.8,982.9,874.18,0.9,5,241.1
"85","Bromus.erectus.Huds.",623.7,1594.7,858.635802469136,9.95679012345679,81,971
"86","Dianthus.carthusianorum.L.",661.1,741.8,697.025,0.4,4,80.6999999999999
"87","Euphorbia.cyparissias.L.",650.6,2143.1,1103.895,1.20125,80,1492.5
"88","Fumana.procumbens..Dunal..Gren....Godr.",697.7,741.8,719.75,0.1,2,44.0999999999999
"89","Galium.pumilum.aggr.",623.7,2100.8,1378.49756097561,0.219512195121951,41,1477.1
"90","Globularia.cordifolia.L.",741.8,2363.9,2069.59,4.8975,40,1622.1
"91","Hippocrepis.comosa.L.",661.1,2348.5,1801.73793103448,1.21551724137931,116,1687.4
"92","Potentilla.verna.L.",661.1,1689.1,989.688888888889,0.881481481481482,54,1028
"93","Prunella.grandiflora..L...Scholler",635.8,2177.8,1052.95,2.475,44,1542
"94","Salix",741.8,872.2,807,1.55,2,130.4
"95","Scabiosa.columbaria.L.",661.1,2016.1,945.031578947368,0.436842105263158,19,1355
"96","Teucrium.chamaedrys.L.",650.6,1494.8,908.349230769231,4.18307692307692,65,844.2
"97","Teucrium.montanum.L.",650.6,1436.8,899.609523809524,1.97619047619048,21,786.2
"98","Thymus.praecox.Opiz",661.1,2481.2,1776.51385542169,1.89698795180723,166,1820.1
"99","Acer.pseudoplatanus.L.",566.9,1838.6,1109.95714285714,6.62428571428571,35,1271.7
"100","Agrimonia.eupatoria.L.",635.8,1389.9,845.449056603774,1.2188679245283,53,754.1
"101","Alchemilla.vulgaris.aggr.",718,2390.6,1725.97076023392,7.28245614035088,171,1672.6
"102","Bellis.perennis.L.",672.7,2044.1,1341.04,0.3,25,1371.4
"103","Dactylis.glomerata.L.",614.1,2114.9,1160.70413793103,4.55793103448276,145,1500.8
"104","Daucus.carota.L.",671.6,1581.6,869.226666666667,1.41777777777778,45,910
"105","Festuca.rubra.aggr.",614.1,2427,1678.50098039216,8.83872549019608,204,1812.9
"106","Leontodon.autumnalis.L.",685.3,1802.9,1121.728,2.232,25,1117.6
"107","Lolium.perenne.L.",614.1,1745.9,1030.30576923077,6.18461538461538,52,1131.8
"108","Phleum.pratense.L.",635.8,2003.6,1050.18571428571,1.56,35,1367.8
"109","Plantago.major.L.",614.1,1802.9,1269.49285714286,0.739285714285714,28,1188.8
"110","Ranunculus.acris.L.",614.1,2330.2,1427.9862745098,1.51764705882353,102,1716.1
"111","Rumex.acetosa.L.",672.7,1709.2,1168.52,1.015,20,1036.5
"112","Trifolium.pratense.L.",614.1,2736.2,1520.41401869159,1.87289719626168,214,2122.1
"113","Verbena.officinalis.L.",614.1,989,785.6,0.55,6,374.9
"114","Veronica.chamaedrys.L.",672.7,2165.6,1513.59504950495,0.501980198019802,101,1492.9
"115","Veronica.serpyllifolia.L.",718,2499.4,1857.65,0.175,16,1781.4
"116","Anthericum.liliago.L.",587.1,912.1,693.866666666667,0.616666666666667,6,325
"117","Brachypodium.pinnatum.aggr.",623.7,1750,1011.64343434343,17.3040404040404,99,1126.3
"118","Galium.verum.L.",650.6,1409.8,877.75,1.39655172413793,58,759.2
"119","Lotus.corniculatus.aggr.",614.1,2427,1560.37135678392,0.748241206030151,199,1812.9
"120","Quercus.pubescens.Willd.",697.7,1013.6,826.025,2.25,4,315.9
"121","Rhamnus.saxatilis.Jacq.",697.7,872.2,784.95,2.25,2,174.5
"122","Sanguisorba.minor.Scop.",614.1,1694.8,1053.93835616438,0.579452054794521,73,1080.7
"123","Achillea.millefolium.aggr.",614.1,2188.7,1344.73944954128,1.04862385321101,109,1574.6
"124","Anthoxanthum.odoratum.L.",723.2,2074.4,1402.02941176471,1.28823529411765,17,1351.2
"125","Briza.media.L.",671.6,2016.1,1179.77702702703,0.813513513513514,74,1344.5
"126","Carex.liparocarpos.Gaudin",723.2,723.2,723.2,1,1,0
"127","Carlina.acaulis.L.",678.6,2302.8,1704.74424778761,1.23938053097345,113,1624.2
"128","Euphrasia",719.2,2000.5,1279.5,0.1,5,1281.3
"129","Galium.lucidum.All.",723.2,1413.9,1040.52727272727,0.9,11,690.7
"130","Hieracium.pilosella.L.",635.8,2330.2,1552.72235294118,3.80117647058824,85,1694.4
"131","Knautia.arvensis..L...Coult.",650.6,2003.6,940.327906976744,1.01860465116279,43,1353
"132","Luzula.multiflora.aggr.",723.2,2330.2,1926.026,0.536,50,1607
"133","Ononis.repens.L.",687.5,1013.6,840.672727272727,0.445454545454545,11,326.1
"134","Pimpinella.major..L...Huds.",719.2,2016.1,1416.44347826087,0.682608695652174,23,1296.9
"135","Plantago.media.L.",650.6,1731.4,1164.01492537313,2.24925373134328,67,1080.8
"136","Populus.tremula.L.",723.2,1327.4,1026.825,1.3,4,604.2
"137","Primula.veris.L.",680.9,1793.6,1285.92857142857,0.471428571428571,28,1112.7
"138","Ranunculus.repens.L.",696,1442.4,960.057142857143,1.23571428571429,14,746.4
"139","Stachys.officinalis..L...Trevis.",635.8,1017.2,867.215384615385,2.17692307692308,13,381.4
"140","Trifolium.montanum.L.",635.8,2000.5,1062.98,1.21733333333333,75,1364.7
"141","Trisetum.flavescens..L...P..Beauv.",672.7,1742,1291.21923076923,2.78846153846154,26,1069.3
"142","Viola.hirta.L.",671.6,1605.5,1107.38333333333,0.39,30,933.9
"143","Carex.pallescens.L.",744,1858.7,1441.65,1.12,10,1114.7
"144","Centaurea.jacea.aggr.",662.8,1669.7,954.022727272727,1.95227272727273,44,1006.9
"145","Festuca.guestfalica.Boenn.",744,773.4,758.7,3,2,29.4
"146","Linum.catharticum.L.",671.6,2143.1,1358.66666666667,0.125490196078431,51,1471.5
"147","Odontites.vernus.aggr.",744,1588,1166,0.1,2,844
"148","Peucedanum.cervaria..L...Lapeyr.",730.5,990.8,858.62,0.34,5,260.3
"149","Prunella.vulgaris.L.",614.1,2074.4,1308.87142857143,1.8,126,1460.3
"150","Rubus",744,997.9,870.95,4.05,2,253.9
"151","Sanguisorba.officinalis.L.",744,744,744,0.1,1,0
"152","Sorbus.aria.aggr.",566.9,1408.7,946.733333333333,1.25555555555556,9,841.8
"153","Arenaria.serpyllifolia.aggr.",614.1,2177,1007.13157894737,0.1,19,1562.9
"154","Asperula.cynanchica.aggr.",650.6,1010.5,837.965,0.5,20,359.9
"155","Koeleria.pyramidata.aggr.",630.7,1012.8,801.1,0.9125,8,382.1
"156","Pimpinella.saxifraga.L.",635.8,1716.4,895.45652173913,0.621739130434783,23,1080.6
"157","Agrostis.capillaris.L.",625.3,2352.9,1556.56202531646,5.26139240506329,158,1727.6
"158","Globularia.bisnagarica.L.",661.1,1687.5,896.428571428571,1.3,7,1026.4
"159","Polygala.vulgaris.L.",679.7,1227.7,919.271428571429,0.185714285714286,14,548
"160","Rosa.tomentosa.aggr.",687.5,1067.5,904.475,0.2,4,380
"161","Dianthus.sylvestris.Wulfen",661.1,2112.1,1498.54444444444,0.322222222222222,9,1451
"162","Carex.pilosa.Scop.",625.3,625.3,625.3,2,1,0
"163","Vicia.cracca.L.",625.3,1669.9,950.361538461538,1.27692307692308,13,1044.6
"164","Ulmus.glabra.Huds.",587.1,1109.6,800.3,5,6,522.5
"165","Viburnum.opulus.L.",566.9,587.1,577,1.25,2,20.2
"166","Viola.biflora.L.",587.1,2233.3,1738.65,0.9125,24,1646.2
"167","Arabis.hirsuta.aggr.",698.2,1387.5,982.716666666667,0.1,6,689.3
"168","Asteraceae",773.4,2381.7,1641.91666666667,0.233333333333333,6,1608.3
"169","Centaurea.jacea.L.",650.6,1409.8,948.330769230769,2.88076923076923,26,759.2
"170","Clinopodium.vulgare.L.",672.7,1605.5,1041.94848484848,0.845454545454545,33,932.8
"171","Crataegus.monogyna.Jacq.",590.9,773.4,666.7,14.1666666666667,3,182.5
"172","Erica.carnea.L.",662.8,2427,1617.67875,13.89625,80,1764.2
"173","Helictotrichon.pubescens..Huds...Pilg.",635.8,2099.1,1494.30217391304,1.22608695652174,46,1463.3
"174","Poa.pratensis.L.",773.4,1558.6,1048.65833333333,5.71666666666667,12,785.2
"175","Ranunculus.tuberosus.Lapeyr.",679.7,2074.4,1408.94444444444,0.844444444444444,9,1394.7
"176","Veronica.arvensis.L.",672.7,1397.2,949.871428571429,0.157142857142857,7,724.5
"177","Buphthalmum.salicifolium.L.",623.7,1711.6,1157.11538461538,4.05384615384615,13,1087.9
"178","Epipactis.atrorubens.Besser",623.7,2115.5,1374.74444444444,0.188888888888889,9,1491.8
"179","Geranium.sanguineum.L.",623.7,1344,1000.75833333333,0.933333333333333,12,720.3
"180","Origanum.vulgare.L.",623.7,1446.9,960.958333333333,1.45,12,823.2
"181","Rosa.canina.L.",623.7,725.4,669.366666666667,3.7,3,101.7
"182","Viola.alba.Besser",623.7,1402.9,988.507142857143,0.371428571428571,14,779.2
"183","Alchemilla.conjuncta.aggr.",966.3,2352.9,1888.49574468085,9.5063829787234,47,1386.6
"184","Campanula.scheuchzeri.Vill.",966.3,2736.2,1918.66240601504,0.162406015037594,133,1769.9
"185","Carex.flacca.Schreb.",621,2269.3,1211.77794117647,3.04411764705882,68,1648.3
"186","Carlina.vulgaris.L.",966.3,966.3,966.3,0.1,1,0
"187","Hieracium.piloselloides.Vill.",807.4,1993.8,1400.6,0.75,2,1186.4
"188","Hylocomium.splendens..Hedw...Schimp.",966.3,966.3,966.3,2,1,0
"189","Rhytidiadelphus.triquetrus..Hedw...Warnst.",966.3,966.3,966.3,66,1,0
"190","Rubus.caesius.L.",621,1446.9,1024.89473684211,7.11052631578947,19,825.9
"191","Anthoxanthum.odoratum.aggr.",672.7,2390.6,1785.58472222222,1.05138888888889,72,1717.9
"192","Asperula.cynanchica.L.",679.7,1017.2,917.8,0.9,13,337.5
"193","Cuscuta.epithymum..L...L.",981.1,1997.2,1245.41428571429,0.157142857142857,7,1016.1
"194","Euphrasia.rostkoviana.aggr.",689,2035.6,1369.2078125,0.5,64,1346.6
"195","Juniperus.communis.L.",981.1,2061.3,1530.4,3.9375,8,1080.2
"196","Lotus.maritimus.L.",671.6,1013.6,910.2875,0.8625,8,342
"197","Polygala.amarella.Crantz",957.8,1013.6,992.2,0.366666666666667,3,55.8000000000001
"198","Polygala.chamaebuxus.L.",666.4,2352.9,1668.76349206349,1.5484126984127,126,1686.5
"199","Salvia.pratensis.L.",650.6,1410.4,920.1,7.26590909090909,44,759.8
"200","Cephalanthera.longifolia..L...Fritsch",711.6,1350.1,1018.6625,0.2,8,638.5
"201","Galium.album.Mill.",703,1750,1195.82857142857,0.328571428571429,7,1047
"202","Hieracium.lactucella.Wallr.",666.4,2202.1,1705.62105263158,0.666666666666667,57,1535.7
"203","Leucanthemum.vulgare.aggr.",650.6,2390.6,1645.31875,0.5275,80,1740
"204","Ononis.spinosa.aggr.",650.6,1421.1,900.678125,1.5625,32,770.5
"205","Trifolium.medium.L.",635.8,1721.1,1034.584,1.544,25,1085.3
"206","Pinus.sylvestris.L.",617.8,1694.8,968.9,32.8833333333333,30,1077
"207","Ranunculus.polyanthemophyllus.W..Koch...H..E..Hess",1005.2,1005.2,1005.2,0.1,1,0
"208","Rosa.rubiginosa.aggr.",880,1332.4,1026.72,1.52,5,452.4
"209","Achillea.millefolium.L.",635.8,2019.4,1001.59375,1.846875,32,1383.6
"210","Anacamptis.pyramidalis..L...Rich.",957.8,957.8,957.8,0.1,1,0
"211","Campanula.glomerata.L.",650.6,1126.8,904.182142857143,0.432142857142857,28,476.2
"212","Sesleria.caerulea..L...Ard.",666.4,2736.2,1917.59832402235,5.56424581005587,179,2069.8
"213","Carum.carvi.L.",685.7,2177,1332.11590909091,1.21590909090909,44,1491.3
"214","Festuca.rubra.L.",635.8,2138.2,1373.39268292683,8.28780487804878,41,1502.4
"215","Medicago.sativa.L.",738.7,946.3,872.933333333333,1.2,3,207.6
"216","Ranunculus.bulbosus.L.",614.1,2099.1,1136.03043478261,0.347826086956522,46,1485
"217","Rubus.saxatilis.L.",827.7,2003.6,1496.78125,1.06875,16,1175.9
"218","Galium.pumilum.Murray",932.5,1989.9,1566.08,0.1,5,1057.4
"219","Cirsium.acaule.Scop.",666.4,2177.8,1385.94324324324,2.51351351351351,37,1511.4
"220","Galium.mollugo.L.",978.6,1716.4,1277.35,0.2,4,737.8
"221","Gentiana.campestris.L.",1017.2,2481.2,2102.48666666667,0.257777777777778,45,1464
"222","Acinos.alpinus..L...Moench",978.6,2348.5,1875.71267605634,0.884507042253521,71,1369.9
"223","Calamintha.nepeta..L...Savi",978.6,978.6,978.6,0.1,1,0
"224","Centaurea.scabiosa.L.",635.8,1286.3,913.425,2.63333333333333,12,650.5
"225","Festuca.ovina.L.",650.6,1156.5,898.366666666667,1.01666666666667,6,505.9
"226","Holcus.lanatus.L.",672.7,1012.8,896.775,0.675,4,340.1
"227","Populus.nigra.L.",839.2,978.6,908.9,0.1,2,139.4
"228","Potentilla",703,978.6,840.8,0.1,2,275.6
"229","Rhinanthus.alectorolophus..Scop...Pollich",680.9,1733.4,1012.76,3.88,10,1052.5
"230","Silene.vulgaris..Moench..Garcke",650.6,2261.5,1376.19807692308,0.378846153846154,52,1610.9
"231","Arabis.ciliata.Clairv.",758.6,2131.6,1570.6,0.128571428571429,14,1373
